vehicle_category,make,model,manufacture_year,district,count
CAR,VOLVO,XC 40,2023,COLOMBO,1
THREE WHEELER,ELEKTRATEQ,ETX,2024,KALUTARA,1
CAR,MERCEDES,EQS 450,2024,COLOMBO,1
THREE WHEELER,ELEKTRATEQ,ETX,2024,BADULLA,1
MOTOR CYCLE,V28,V28,2023,COLOMBO,1
THREE WHEELER,ELEKTRATEQ,ETX,2024,HAMBANTOTA,3
THREE WHEELER CAR,ELEKTRATEQ,ETX,2024,GALLE,1
MOTOR CYCLE,HUAIHAI,HUAIHAI,2023,HAMBANTOTA,1
THREE WHEELER,ELEKTRATEQ,ETX,2025,COLOMBO,19
MOTOR CYCLE,HUAIHAI,ZL9,2025,COLOMBO,3
MOTOR CYCLE,HUAIHAI,ZL9,2025,MONERAGALA,5
CAR,CHANGAN,S05,2025,GALLE,1
CAR,CHANGAN,L07,2025,GALLE,1
CAR,CHANGAN,S 07,2025,GAMPAHA,19
CAR,CHANGAN,S 07,2025,BADULLA,1
MOTOR CYCLE,ALFA,XY III METRO,2018,KALUTARA,6
MOTOR CYCLE,LVYUAN,DPX,2019,NUWARA-ELIYA,1
MOTOR CYCLE,DYNAMIC,SL,2024,KALUTARA,10
CAR,CHANGAN,S05,2025,KALUTARA,4
THREE WHEELER,VMOTO,ELRCTRIC V5,2014,COLOMBO,1
MOTOR CYCLE,VESPER,ELECTRICSCOOTER-HIGH,2016,COLOMBO,1
MOTOR CYCLE,YADEA,YD-EM 151,2016,AMPARA,1
MOTOR CYCLE,YADEA,YD EM 163,2018,AMPARA,4
MOTOR CYCLE,YADEA,YD- EM17,2017,TRINCOMALEE,1
MOTOR CYCLE,YADEA,YD-X5,2019,GALLE,1
MOTOR CYCLE,YADEA,YD-M6,2020,MONERAGALA,1
MOTOR CYCLE,YADEA,YD-EM66,2016,MONERAGALA,2
MOTOR CYCLE,YADEA,YD-EM163,2018,HAMBANTOTA,1
MOTOR CYCLE,YADEA,YD EM17,2016,COLOMBO,1
MOTOR CYCLE,YADEA,YDET-66,2018,GALLE,1
MOTOR CYCLE,YADEA,YD- EM17,2016,PUTTALAM,1
CAR,MG,MG4 SE,2022,COLOMBO,1
MOTOR CYCLE,NEO,AVATAR,2022,MONERAGALA,21
MOTOR CYCLE,YADEA,YD-X5,2018,KANDY,1
CAR,MG,MG4 ELECTRIC D,2023,COLOMBO,2
CAR,MG,EP,2023,KANDY,1
CAR,MG,MG4 ELECTRIC X,2023,COLOMBO,5
MOTOR CYCLE,YADEA,EZEEGO,2023,COLOMBO,7
MOTOR CYCLE,YADEA,E8S PRO,2024,HAMBANTOTA,29
MOTOR CYCLE,YADEA,M6,2023,PUTTALAM,7
MOTOR CYCLE,YADEA,RUIBIN,2024,HAMBANTOTA,132
MOTOR CYCLE,YADEA,T5,2024,TRINCOMALEE,117
MOTOR CYCLE,YADEA,RUIBIN,2024,PUTTALAM,46
MOTOR CYCLE,YADEA,E8S PRO,2024,KEGALLE,20
MOTOR CYCLE,YADEA,EZEEGO,2024,HAMBANTOTA,6
MOTOR CYCLE,QUANLE,XGW,2024,GALLE,3
MOTOR CYCLE,YADEA,M6,2024,KEGALLE,6
CAR,MG,MG 4X ELECTRIC,2024,GALLE,1
CAR,MG,MG 4 EV - X,2024,MATALE,1
MOTOR CYCLE,YADEA,T 9,2023,GALLE,2
MOTOR CYCLE,YADEA,E8S PRO,2024,VAVUNIYA,2
MOTOR CYCLE,QUANLE,XGW,2025,HAMBANTOTA,20
MOTOR CYCLE,YADEA,T 9,2025,GALLE,129
MOTOR CYCLE,YADEA,T5,2025,KANDY,47
MOTOR CYCLE,YADEA,T 9,2025,MONERAGALA,26
MOTOR CYCLE,YADEA,E8S PRO,2025,MONERAGALA,5
MOTOR CYCLE,YADEA,EPOC H,2025,GALLE,25
MOTOR CYCLE,VMOTO,CITI,2025,PUTTALAM,34
MOTOR CYCLE,YADEA,M6,2025,HAMBANTOTA,1
CAR,MG4,MG4 V ELECTRIC,2024,COLOMBO,3
MOTOR CYCLE,TMR QUANLE,ZS,2025,KEGALLE,1
MOTOR CYCLE,TMR QUANLE,ZL,2025,KANDY,2
MOTOR CYCLE,TMR QUANLE,XGW,2025,TRINCOMALEE,10
MOTOR CYCLE,TMR QUANLE,ZL,2025,COLOMBO,3
MOTOR CYCLE,YADEA,YD EM 151,2017,AMPARA,1
MOTOR CYCLE,YADEA,COOLJOY,2025,COLOMBO,15
MOTOR CYCLE,YADEA,YD EM66,2016,PUTTALAM,1
MOTOR CYCLE,YADEA,COOLJOY,2025,PUTTALAM,3
MOTOR CYCLE,YADEA,T5 L,2025,AMPARA,3
MOTOR CYCLE,YADEA,COOLJOY,2025,KEGALLE,1
MOTOR CYCLE,YADEA,YD-EM 17,2017,KURUNEGALA,3
THREE WHEELER,XINGBANG,DUDO-02K,2016,GAMPAHA,1
MOTOR CYCLE,YADEA,E8S PRO,2024,KURUNEGALA,113
MOTOR CYCLE,YADEA,T 9,2025,KURUNEGALA,168
CAR,MG,MG4 ELECTRIC VEHICLE,2024,GAMPAHA,1
MOTOR CYCLE,YADEA,COOLJOY,2025,KURUNEGALA,39
MOTOR CYCLE,YADEA,YD-EM151,2016,POLONNARUWA,2
MOTOR CYCLE,YADEA,YD EM 151,2016,BADULLA,2
MOTOR CYCLE,YADEA,YDET-66,2018,POLONNARUWA,16
MOTOR CYCLE,YADEA,YD-GMO 10,2018,KALUTARA,1
MOTOR CYCLE,NEO,AVATAR,2022,NUWARA-ELIYA,1
MOTOR CYCLE,VMOTO,VS2,2022,KALUTARA,3
MOTOR CYCLE,YADEA,T5,2024,KALUTARA,292
MOTOR CYCLE,YADEA,T 9,2024,BADULLA,10
MOTOR CYCLE,QUANLE,G18,2024,KALUTARA,1
MOTOR CYCLE,YADEA,T5,2024,NUWARA-ELIYA,3
MOTOR CYCLE,QUANLE,XGW,2024,POLONNARUWA,2
MOTOR CYCLE,YADEA,RUIBIN,2025,BADULLA,42
MOTOR CYCLE,YADEA,RUIBIN,2025,POLONNARUWA,210
MOTOR CYCLE,QUANLE,ZL,2025,NUWARA-ELIYA,1
MOTOR CYCLE,YADEA,M6,2025,KALUTARA,10
MOTOR CYCLE,YADEA,E8S PRO,2025,KALUTARA,1
MOTOR CYCLE,TMR QUANLE,Q1,2025,POLONNARUWA,1
MOTOR CYCLE,YADEA,YD EM 151,2017,ANURADHAPURA,2
MOTOR CYCLE,YADEA,YD-EM 17,2017,ANURADHAPURA,1
MOTOR CYCLE,YADEA,YD-EM66,2016,MATALE,1
MOTOR CYCLE,YADEA,YD EM163,2018,ANURADHAPURA,3
MOTOR CYCLE,YADEA,YD-EM151,2017,ANURADHAPURA,1
MOTOR CYCLE,YADEA,YD-EM17,2017,MATALE,1
MOTOR CYCLE,YADEA,T 9,2024,MATALE,77
MOTOR CYCLE,YADEA,RUIBIN,2024,ANURADHAPURA,226
MOTOR CYCLE,QUANLE,ZL,2024,ANURADHAPURA,15
MOTOR CYCLE,YADEA,T5,2025,ANURADHAPURA,1269
CAR,MG,MG4 V ELECTRIC,2024,MATARA,1
MOTOR CYCLE,TMR QUANLE,ZL,2025,MATALE,1
MOTOR CYCLE,YADEA,YD800DQT-30A,2025,ANURADHAPURA,1
MOTOR CYCLE,YADEA,YD-EM66,2016,BATTICALOA,3
MOTOR CYCLE,YADEA,YDEM17,2017,BATTICALOA,1
MOTOR CYCLE,YADEA,YD-EM151,2017,GAMPAHA,1
MOTOR CYCLE,YADEA,YD-EM17,2016,BATTICALOA,1
MOTOR CYCLE,NEO,AVATAR,2023,BATTICALOA,1
MOTOR CYCLE,YADEA,E8S PRO,2023,GAMPAHA,95
MOTOR CYCLE,YADEA,E8S PRO,2023,MATARA,39
MOTOR CYCLE,QUANLE,ZL,2024,GAMPAHA,37
MOTOR CYCLE,YADEA,YD1200DT-71B,2023,GAMPAHA,1
MOTOR CYCLE,YADEA,RUIBIN,2025,BATTICALOA,30
MOTOR CYCLE,YADEA,T 9,2025,GAMPAHA,95
MOTOR CYCLE,TMR QUANLE,ZL,2025,GAMPAHA,38
MOTOR CYCLE,YADEA,TDR33,2025,MATARA,1
MOTOR CYCLE,YADEA,YD-ET66,2016,RATNAPURA,1
MOTOR CYCLE,YADEA,YD EM 163,2018,KILINOCHCHI,1
MOTOR CYCLE,YADEA,YD-EM66,2016,RATNAPURA,3
MOTOR CYCLE,YADEA,YD-EM17,2017,MANNAR,2
MOTOR CYCLE,YADEA,M6,2023,RATNAPURA,3
MOTOR CYCLE,YADEA,E8S PRO,2024,KILINOCHCHI,2
MOTOR CYCLE,YADEA,M6,2024,KILINOCHCHI,1
MOTOR CYCLE,YADEA,EPOC H,2024,KILINOCHCHI,1
MOTOR CYCLE,TMR QUANLE,ZS,2025,RATNAPURA,12
MOTOR CYCLE,YADEA,T5 L,2025,KILINOCHCHI,5
MOTOR CYCLE,YADEA,T5,2023,JAFFNA,6
MOTOR CYCLE,YADEA,RUIBIN,2024,JAFFNA,41
MOTOR CYCLE,YADEA,E8S PRO,2024,JAFFNA,7
MOTOR CYCLE,YADEA,T5,2025,MULLATIVU,133
MOTOR CYCLE,TMR QUANLE,ZS,2025,JAFFNA,4
MOTOR CYCLE,ENOW,MASTER,2015,COLOMBO,17
MOTOR CYCLE,SOLID,SPORTY,2017,HAMBANTOTA,1
MOTOR CYCLE,SOLID,REO,2017,PUTTALAM,5
MOTOR CYCLE,SOLID,CHALLENGER,2017,PUTTALAM,3
MOTOR CYCLE,SLING,CLASIC SUPER POWER,2019,COLOMBO,1
MOTOR CYCLE,SOLID,E RIDER,2019,COLOMBO,1
MOTOR CYCLE,SOLID,CLASSIC,2016,GALLE,1
MOTOR CYCLE,HAWKS,SCOOTER,2017,COLOMBO,1
CAR,SAIC,MG 4,2023,COLOMBO,2
CAR,SAIC,MG4,2023,KANDY,2
MOTOR CYCLE,MIZUKI,WIND,2022,COLOMBO,1
MOTOR CYCLE,SOLID,G6,2024,PUTTALAM,23
MOTOR CYCLE,SOLID,G6,2024,HAMBANTOTA,8
MOTOR CYCLE,SOLID,G6,2024,GALLE,12
MOTOR CYCLE,SOLID,LEO,2024,GALLE,4
CAR,BYD,SEAL PREMIUM,2024,COLOMBO,1
MOTOR CYCLE,SOLID,CHALLENGER,2017,GALLE,1
MOTOR CYCLE,QCIX,QCIX-LH,2024,COLOMBO,1
CAR,BYD,BYD SEAL,2024,COLOMBO,2
CAR,BYD,ATTO 3 SUPERIOR,2025,KANDY,1
MOTOR CYCLE,ZUBOO,PARIS,2025,HAMBANTOTA,5
THREE WHEELER,PIAGGIO,APE E CITY FX MAX,2025,KURUNEGALA,1
MOTOR CYCLE,ENOW,MASTER,2016,KURUNEGALA,4
MOTOR CYCLE,SOLID,CHALLENGER,2018,KURUNEGALA,6
MOTOR CYCLE,SOLID,E-RIDER,2018,KURUNEGALA,1
CAR,M.G.,MG4 I SAMART,2023,GAMPAHA,1
MOTOR CYCLE,SOLID,G 6,2023,KURUNEGALA,1
CAR,M.G.,MG4ELECTRIC X,2024,GAMPAHA,1
CAR,M.G.,MG4 V ELECTRIC,2024,GAMPAHA,1
CAR,M.G.,MG4 X  ELECTRIC,2024,GAMPAHA,1
CAR,BYD,ATTO-3-SUPERIOR,2025,GAMPAHA,189
CAR,BYD,DOLPHIN-DYNAMIC 70,2025,GAMPAHA,74
CAR,BYD,M6 SUPERIOR,2025,GAMPAHA,15
CAR,BYD,DOLPHIN-DYNAMIC 49,2025,GAMPAHA,1
MOTOR CYCLE,ENOW,RAIDER,2015,KALUTARA,1
MOTOR CYCLE,SOLID,LEO,2023,KALUTARA,1
MOTOR CYCLE,PHOENIX,ZHENBAO,2025,KALUTARA,3
CAR,M.G.,ZS EV,2019,KILINOCHCHI,1
MOTOR CYCLE,SOLID,LEO,2023,MATALE,1
CAR,BYD,ATTO3-ADVANCED,2025,KALUTARA,102
CAR,BYD,SEAL-COMFORT,2025,KALUTARA,21
CAR,BYD,M6 STANDARD,2025,KALUTARA,1
CAR,BYD,ATTO 2 PRIMIUM,2025,KURUNEGALA,11
CAR,BYD,ATTO 1 PREMIUM,2025,AMPARA,1
MOTOR CYCLE,SOLID,SPORTY,2017,GAMPAHA,13
CAR,BYD,ATTO3-ADVANCED,2025,PUTTALAM,26
MOTOR CYCLE,SOLID,G6,2025,GAMPAHA,33
MOTOR CYCLE,SOLID,LEO,2023,RATNAPURA,1
MOTOR CYCLE,SOLID,CLASSIC,2017,JAFFNA,1
CAR,GTL,1061,2007,COLOMBO,1
MOTOR CYCLE,LUYUAN ALFAXL,MK-B4820-Z1,2014,COLOMBO,13
MOTOR CYCLE,LUYUAN ALFAXL,MT-FS8020-GI,2015,KEGALLE,1
MOTOR CYCLE,LUYUAN ALFAXL,MT-FS8020-GI,2016,AMPARA,1
MOTOR CYCLE,LUYUAN ALFAXL,MT-FS8020-GI,2016,TRINCOMALEE,1
CAR,JAGUAR,I-PACE,2019,COLOMBO,1
MOTOR CYCLE,RISE,LEADER,2022,KEGALLE,6
MOTOR CYCLE,SUNRA,M3,2016,KANDY,1
MOTOR CYCLE,RISE,LEADER,2023,COLOMBO,51
MOTOR CYCLE,RISE,LEADER,2023,GALLE,80
MOTOR CYCLE,OYFLY,TDM-LTW,2023,PUTTALAM,2
MOTOR CYCLE,OYFLY,TDM-LTW,2024,KEGALLE,3
MOTOR CYCLE,OYFLY,TDN119,2024,KANDY,1
MOTOR CYCLE,RISE,LEADER R 100,2025,COLOMBO,11
MOTOR CYCLE,OYFLY,TDM-LTW,2025,COLOMBO,5
MOTOR CYCLE,DASTOL,DW-28,2025,HAMBANTOTA,5
MOTOR CYCLE,E-LUNA,NEXT,2025,COLOMBO,20
DUAL PURPOSE (COMMERCIAL),KYC,V7,2024,COLOMBO,1
CAR,KYC,V5EV,2024,COLOMBO,1
CAR,DAIHATSU,5AA-A202S,2023,COLOMBO,1
CAR,RIVON,320-R,2025,COLOMBO,1
MOTOR CYCLE,RISE,LEADER PLUS,2025,KURUNEGALA,16
MOTOR CYCLE,SUNRA,AMALFI,2025,KURUNEGALA,5
MOTOR CYCLE,SUNRA,K3,2025,KURUNEGALA,9
MOTOR CYCLE,LUYUAN ALFAXL,MT-FS8020-GI,2016,NUWARA-ELIYA,1
MOTOR CYCLE,LUYUAN ALFAXL,MT-FS8020-GI,2016,POLONNARUWA,1
MOTOR CYCLE,RISE,LEADER,2022,KALUTARA,43
MOTOR CYCLE,RISE,LEADER,2024,KALUTARA,24
MOTOR CYCLE,RISE,LEADER,2024,POLONNARUWA,17
MOTOR CYCLE,OYFLY,TDM-LTW,2024,BADULLA,1
MOTOR CYCLE,RISE,LEADER R 100,2025,POLONNARUWA,9
MOTOR CYCLE,FEIYE,FY1200DT-5,2024,BADULLA,1
MOTOR CYCLE,RISE,LEADER MAX,2023,MATALE,1
MOTOR CYCLE,RISE,LEADER PLUS,2025,ANURADHAPURA,19
MOTOR CYCLE,RISE,LEADER R 100,2024,ANURADHAPURA,1
MOTOR CYCLE,RISE,LEADER R80 V2.0,2025,MATALE,7
MOTOR CYCLE,RISE,LEADER V 2.0,2025,MATALE,3
MOTOR CYCLE,LUYUAN ALFAXL,MT-FS8020-GI,2018,MATARA,1
MOTOR CYCLE,ZONGSHEN,TDT1052,2018,GAMPAHA,1
MOTOR CYCLE,RISE,LEADER,2022,MATARA,8
MOTOR CYCLE,RISE,LEADER,2023,GAMPAHA,45
MOTOR CYCLE,RISE,LEADER,2024,BATTICALOA,1
MOTOR CYCLE,OYFLY,TDM-LTW,2025,MATARA,6
MOTOR CYCLE,OYFLY,VRS,2025,GAMPAHA,1
MOTOR CYCLE,RISE,LEADER R80 V2.0,2025,GAMPAHA,2
MOTOR CYCLE,RISE,LEADER R80 V2.0,2025,MATARA,2
MOTOR CYCLE,RISE,LEADER MAX,2023,RATNAPURA,1
MOTOR CYCLE,OYFLY,TDM-LTW,2024,RATNAPURA,3
MOTOR CYCLE,DASTOL,DW-28,2025,RATNAPURA,1
MOTOR CYCLE,RISE,LEADER V 2.0,2025,RATNAPURA,6
MOTOR CYCLE,OYFLY,TDM-LTW,2023,JAFFNA,1
MOTOR CYCLE,RISE,LEADER MAX,2023,JAFFNA,1
MOTOR CYCLE,OYFLY,TDM-LTW,2024,JAFFNA,7
CAR,B.M.W.,I3,2016,COLOMBO,2
CAR,B.M.W.,I 3,2016,COLOMBO,1
THREE WHEELER,DUDU,02K,2016,COLOMBO,3
MOTOR CYCLE,CHENG XUN,TDR06Z,2019,GALLE,1
MOTOR CYCLE,LE,LUCAS FASTEST B23-A,2022,HAMBANTOTA,1
MOTOR CYCLE,LIMA,ELO-07,2024,KANDY,23
MOTOR CYCLE,LIMA,ELO-07,2024,MONERAGALA,22
MOTOR CYCLE,LIMA,JV 1.5G,2024,AMPARA,1
MOTOR CYCLE,ATHER,450 X,2024,COLOMBO,1
CAR,B.M.W.,I7 X DRIVE 60M SPORT,2023,RATNAPURA,1
CAR,B.M.W.,ZAA-52EJ89,2023,COLOMBO,1
MOTOR CYCLE,ATHER,450X,2024,VAVUNIYA,1
CAR,B.M.W.,ZAA-32FK45 I5-EDRIVE,2024,COLOMBO,1
MOTOR CYCLE,LIMA,EL07,2025,AMPARA,2
CAR,B.M.W.,I7 X DRIVE 60M SPORT,2023,ANURADHAPURA,1
CAR,B.M.W.,I7 X DRIVE 60M SPORT,2024,GAMPAHA,1
MOTOR CYCLE,ATHER,450X,2025,KURUNEGALA,22
MOTOR CYCLE,YAMAHA,FASCINO,2016,POLONNARUWA,1
MOTOR CYCLE,ATHER,450X,2025,BADULLA,5
MOTOR CYCLE,YAMAHA,FASCINO,2016,ANURADHAPURA,1
MOTOR CYCLE,LIMA,JV,2023,MATALE,1
MOTOR CYCLE,LIMA,ELO-07,2025,ANURADHAPURA,5
MOTOR CYCLE,LIMA,ELO-07,2025,MATALE,2
CAR,DONGFENG,BOX E3,2025,KALUTARA,4
CAR,BAW,E7,2025,KEGALLE,15
MOTOR CYCLE,LIMA,EL07,2025,BATTICALOA,1
MOTOR CYCLE,LIMA,LM1500DT-68,2025,GAMPAHA,1
MOTOR CYCLE,LIMA,ELO-07,2024,MANNAR,2
MOTOR CYCLE,ATHER,450X,2025,KILINOCHCHI,3
CAR,AUSTIN, ,1965,COLOMBO,1
CAR,TESLA,S70D,2016,COLOMBO,1
MOTOR CYCLE,UJET,T D T18388 Z,2019,GALLE,1
MOTOR CYCLE,EAGLE BRAND,GWEMOIPRETTY,2019,MONERAGALA,3
MOTOR CYCLE,GK,SHIELD,2018,COLOMBO,1
MOTOR CYCLE,NWOW,ERV,2020,COLOMBO,2
MOTOR CYCLE,NWOW,GB-2,2022,COLOMBO,1
MOTOR CYCLE,NWOW,TK 10,2022,COLOMBO,39
CAR,NETA,NETA-V,2022,COLOMBO,1
CAR,NETA,NETA V,2022,COLOMBO,1
CAR,TESLA,MODEL Y RWD,2023,COLOMBO,2
MOTOR CYCLE,GK,TRAVELER,2018,COLOMBO,1
CAR,TESLA,ZAA-YLIYT MODEL Y,2024,COLOMBO,2
MOTOR CYCLE,NWOW,WSP,2024,COLOMBO,54
CAR,TESLA,ZAA-YL1YT,2023,MATALE,1
MOTOR CYCLE,LUYUAN,MNK3,2024,TRINCOMALEE,3
MOTOR CYCLE,NWOW,WSP,2024,HAMBANTOTA,1
MOTOR CYCLE,WIN FAST EVO200,EVO200-E/BIKE,2024,COLOMBO,2
MOTOR CYCLE,LUYUAN,MYY-Z35J,2024,HAMBANTOTA,4
MOTOR CYCLE,LUYUAN,MNK3,2025,KEGALLE,3
MOTOR CYCLE,LUYUAN,S90 PLUS,2025,COLOMBO,8
CAR,TESLA,ZAA-3L13T MODEL 3,2023,COLOMBO,1
MOTOR CYCLE,AIMA,MAVERICK,2025,COLOMBO,15
MOTOR CYCLE,NWOW,TK 10,2025,AMPARA,1
THREE WHEELER,NWOW,ERVS4 PLUS,2025,GALLE,3
MOTOR CYCLE,AIMA,LIBERTY,2025,KANDY,2
MOTOR CYCLE,NWOW,ARS,2025,MONERAGALA,1
CAR,WULING,CLOUD EV,2025,MONERAGALA,2
SPECIAL PURPOSE VEHICLE,LIUGONG,CPD20,2025,KALUTARA,2
CAR,WULING,CLOUD EV,2025,RATNAPURA,1
MOTOR CYCLE,LUYUAN,S90 PLUS,2025,PUTTALAM,1
CAR,TESLA,ZAA-YL1YT MODEL Y,2022,GAMPAHA,1
CAR,TESLA,ZAA-3L13T-MOEL 3 RWD,2024,GAMPAHA,1
THREE WHEELER,NWOW,ERVS4 PLUS,2025,GAMPAHA,7
MOTOR CYCLE,AIMA,LIBERTY,2025,KURUNEGALA,138
MOTOR CYCLE,NWOW,GB2,2025,KURUNEGALA,1
MOTOR CYCLE,LUYUAN,M-MHH-Z45LJ,2025,KURUNEGALA,1
MOTOR CYCLE,NWOW,SE,2020,KALUTARA,1
MOTOR CYCLE,NWOW,SE,2022,KALUTARA,2
MOTOR CYCLE,NWOW,TK 10,2023,KALUTARA,13
MOTOR CYCLE,NWOW,SE,2019,KALUTARA,1
MOTOR CYCLE,NWOW,TK 10,2023,NUWARA-ELIYA,1
MOTOR CYCLE,LUYUAN,MYT,2024,KALUTARA,1
MOTOR CYCLE,DAYWANG(DW)SL,E-MOTOR CYCLE,2024,BADULLA,1
MOTOR CYCLE,NWOW,WSP,2024,BADULLA,1
MOTOR CYCLE,NWOW,ARS,2025,KALUTARA,32
MOTOR CYCLE,AIMA,MANA,2025,NUWARA-ELIYA,1
MOTOR CYCLE,AIMA,LIBERTY,2025,POLONNARUWA,106
CAR,TESLA,MODEL Y,2023,MATARA,1
CAR,TESLA,MODEL 3 RWD,2024,KALUTARA,1
MOTOR CYCLE,AIMA,AMI200DT-39,2024,MATALE,1
MOTOR CYCLE,NWOW,ERV S,2018,GAMPAHA,1
MOTOR CYCLE,NWOW,ERVS,2019,GAMPAHA,3
MOTOR CYCLE,NWOW,SE,2019,GAMPAHA,62
MOTOR CYCLE,LVJU,TDZ255Z,2018,GAMPAHA,1
MOTOR CYCLE,NWOW,GB2,2022,GAMPAHA,2
MOTOR CYCLE,NWOW,ERVE,2021,GAMPAHA,1
MOTOR CYCLE,NWOW,ERVS,2021,GAMPAHA,1
MOTOR CYCLE,NWOW,WSP,2023,GAMPAHA,12
MOTOR CYCLE,NWOW,SE,2023,BATTICALOA,3
MOTOR CYCLE,NWOW,TK 10,2024,GAMPAHA,88
MOTOR CYCLE,NWOW,SWIFT EAGLE,2018,GAMPAHA,1
MOTOR CYCLE,NWOW,ARS,2023,MATARA,1
MOTOR CYCLE,LUYUAN,MHH-Z30LJ,2024,MATARA,1
MOTOR CYCLE,LUYUAN,MYT,2024,MATARA,1
MOTOR CYCLE,NWOW,WSP,2024,GAMPAHA,51
MOTOR CYCLE,NWOW,TK 10,2018,GAMPAHA,2
MOTOR CYCLE,AIMA,MAVERICK,2025,GAMPAHA,7
MOTOR CYCLE,NWOW,GB2,2025,GAMPAHA,5
MOTOR CYCLE,LUYUAN,MYT,2025,GAMPAHA,1
MOTOR CYCLE,NWOW,WSP,2025,BATTICALOA,1
MOTOR CYCLE,LUYUAN,MNK3,2024,RATNAPURA,6
MOTOR CYCLE,LUYUAN,MNK3,2025,RATNAPURA,39
MOTOR CYCLE,AIMA,MANA,2025,RATNAPURA,1
MOTOR CYCLE,AIMA,ARIA,2025,RATNAPURA,5
CAR,NISSAN,ZAA-AZEO LEAF X,2013,KANDY,1
CAR,NISSAN,LEAF ZAA-ZEO,2012,COLOMBO,2
CAR,NISSAN,ZAA-AZE0 LEAF,2015,GALLE,3
CAR,NISSAN,ZAA-AZEO,2012,RATNAPURA,1
CAR,NISSAN,AZZ-ZE0  LEAF VISIA,2015,COLOMBO,1
CAR,NISSAN,ZAA-AZEO,2014,KANDY,1
CAR,NISSAN,ZAA AZEO LEAF,2014,COLOMBO,24
CAR,NISSAN,ZAA-AZE0 LEAF,2013,TRINCOMALEE,2
CAR,NISSAN,ZAA-AZEO LEAF,2012,KANDY,9
CAR,VOLKSWAGEN,VW ELECTRIC GOLF,2015,COLOMBO,1
CAR,NISSAN,ZAA ZEO LEAF,2012,COLOMBO,6
DUAL PURPOSE (COMMERCIAL),NISSAN,E-NV200ACENTA RAPID,2014,COLOMBO,1
CAR,MITSUBISHI,ZAA-HA3W I MIVE,2013,COLOMBO,3
CAR,NISSAN,ZAA-AZEO LEAF,2015,KANDY,2
CAR,NISSAN,ZAA-AZE0 LEAF,2013,HAMBANTOTA,1
CAR,NISSAN,ZAA AZEO  LEAF,2013,GALLE,1
CAR,NISSAN,LEAF TEKNA,2015,KANDY,3
CAR,NISSAN,LEAF ACENTA,2015,JAFFNA,1
CAR,MITSUBISHI,ZAA-HA3W  I-MIEV,2014,JAFFNA,1
CAR,NISSAN,ZAA-ZEO LEAF,2012,RATNAPURA,2
CAR,MITSUBISHI,ZAA-HA3W I MIEV,2013,COLOMBO,5
CAR,NISSAN,ZAA-AZEO-LEAF,2012,GALLE,1
CAR,NISSAN,LEAF ELECTRIC,2015,COLOMBO,1
CAR,NISSAN,LEAF ACENTA,2015,KANDY,3
MOTOR CYCLE,TERRA,SEED 48,2015,GALLE,1
CAR,NISSAN,ZAA-AZE0 LEAF,2016,COLOMBO,2
CAR,NISSAN,ZAA-AZEO LEAF,2016,KANDY,1
CAR,NISSAN,ZAA- AZEO- LEAF,2014,COLOMBO,1
CAR,NISSAN,TEKNA LEAF,2015,COLOMBO,1
DUAL PURPOSE (COMMERCIAL),NISSAN,NV 200,2014,COLOMBO,1
MOTOR CYCLE,TERRA,A40001,2015,COLOMBO,1
CAR,NISSAN,LEAF 2 ZERO,2018,KANDY,1
CAR,NISSAN,LEAF,2014,TRINCOMALEE,1
CAR,NISSAN,TEKNA,2018,COLOMBO,3
MOTOR CYCLE,CHINA,GB2,2018,COLOMBO,1
DUAL PURPOSE (COMMERCIAL),MITSUBISHI,ZAB-U68T  MINICAB,2013,MATALE,1
CAR,NISSAN,LEAF,2019,COLOMBO,3
MOTOR CYCLE,SUPER SOCO,TS STREET HUNTER,2022,COLOMBO,21
THREE WHEELER,VEGA,3W,2022,COLOMBO,1
CAR,NISSAN,ZAA-ZEI LEAF,2022,COLOMBO,1
CAR,VOLKSWAGEN,ID 4 LIFE EDITION,2023,COLOMBO,3
MOTOR CYCLE,TERRA,A4000I,2015,KEGALLE,7
CAR,VOLKSWAGEN,ZAA-E2EBJ ID.4 PRO,2023,COLOMBO,1
MOTOR CYCLE,SUPER SOCO,TS STREET HUNTER,2024,COLOMBO,36
MOTOR CYCLE,SUPER SOCO,TS STREET HUNTER,2024,AMPARA,1
MOTOR CYCLE,TERRA,A4000 I,2015,KANDY,2
MOTOR CYCLE,SUPER SOCO,CUX PRO,2023,HAMBANTOTA,2
CAR,VOLKSWAGEN,ID4 STYLE EDITION,2023,COLOMBO,1
MOTOR CYCLE,SUPER SOCO,TS STREET HUNTER,2024,KANDY,1
MOTOR CYCLE,SUPER SOCO,CPX,2024,COLOMBO,2
MOTOR CYCLE,SUPER SOCO,TS STREET HUNTER,2025,COLOMBO,20
CAR,VOLKSWAGEN,ID.4,2024,COLOMBO,1
MOTOR CYCLE,TERRA,A40001,2025,KEGALLE,1
CAR,NISSAN,6AA-T33  X-TRAIL,2023,COLOMBO,1
CAR,NISSAN,6AA-GFC28 SERENA,2025,COLOMBO,1
CAR,NISSAN,ZAA-ZEO,2011,GAMPAHA,1
CAR,NISSAN,ZAA-AZEO,2012,GAMPAHA,3
CAR,NISSAN,ZAA-AZEO  LEAF,2013,GAMPAHA,6
CAR,MITSUBISHI,DLA-GG2W OUTLANDER,2014,GAMPAHA,1
CAR,NISSAN,LEAF,2012,BADULLA,1
